rp_kendall_mean,rp_spearman_mean,rp_top3_mean,rp_top5_mean,rp_top10_mean,fan_align_rank_mean,fan_align_percent_mean,sens_rank_mean,sens_percent_mean,elim_acc_rank,elim_acc_percent,elim_acc_judgesave
0.6429108595775263,0.7592951960599019,0.7288288288288288,0.8194623194623195,0.969038969038969,0.5447285006108535,0.8786419227595698,0.07915067912845695,0.21172544369211038,0.4554794520547945,0.773972602739726,0.4897260273972603
