season,week,n_couples,rp_kendall,rp_spearman,rp_top3_jaccard,rp_top5_jaccard,rp_top10_jaccard,r_js_kendall,r_js_spearman,rjs_top3_jaccard,rjs_top5_jaccard,rjs_top10_jaccard,p_js_kendall,p_js_spearman,pjs_top3_jaccard,pjs_top5_jaccard,pjs_top10_jaccard,spearman_fan_total_rank,spearman_fan_total_percent,rank_sens_mean,rank_sens_p25,rank_sens_p75,percent_sens_mean,percent_sens_p25,percent_sens_p75
2,7,4,0.0,0.19999999999999998,0.5,1.0,1.0,0.0,0.19999999999999998,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.39999999999999997,0.7999999999999999,0.2428888888888888,0.0,0.33333333333333315,0.28755555555555545,0.0,0.33333333333333315
2,8,3,0.33333333333333337,0.5,1.0,1.0,1.0,0.33333333333333337,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.19644444444444442,0.0,0.6666666666666666,0.13422222222222221,0.0,0.0
3,1,11,0.7090909090909091,0.8454545454545455,0.5,0.6666666666666666,1.0,0.7090909090909091,0.8454545454545455,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.48181818181818187,0.8363636363636365,0.14841212121212122,0.10909090909090913,0.18181818181818177,0.23115151515151516,0.1454545454545455,0.2909090909090909
3,2,10,0.3333333333333333,0.5272727272727272,0.5,0.42857142857142855,1.0,0.3333333333333333,0.5272727272727272,0.5,0.42857142857142855,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.2606060606060606,0.9515151515151514,0.14592592592592607,0.08888888888888902,0.17777777777777792,0.2868444444444445,0.22222222222222232,0.3555555555555556
3,3,9,0.4444444444444444,0.65,0.5,0.6666666666666666,1.0,0.4444444444444444,0.65,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.19999999999999998,0.7999999999999999,0.16899999999999998,0.11111111111111116,0.2222222222222222,0.29848148148148146,0.2222222222222222,0.38888888888888895
3,4,8,0.7142857142857142,0.8333333333333335,0.5,0.6666666666666666,1.0,0.7142857142857142,0.8333333333333335,0.5,0.6666666666666666,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.4761904761904762,0.8333333333333335,0.1788095238095239,0.1428571428571429,0.2142857142857144,0.2963333333333334,0.2142857142857144,0.3571428571428572
3,5,7,0.4285714285714286,0.5357142857142858,0.5,0.6666666666666666,1.0,0.4285714285714286,0.5357142857142858,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3571428571428572,0.9642857142857145,0.11320634920634912,0.0,0.19047619047619035,0.30647619047619035,0.19047619047619035,0.38095238095238093
3,6,5,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.8999999999999998,0.8999999999999998,0.010533333333333441,1.1102230246251565e-16,1.1102230246251565e-16,0.1061333333333334,1.1102230246251565e-16,0.20000000000000007
3,7,5,0.7999999999999999,0.8999999999999998,1.0,1.0,1.0,0.7999999999999999,0.8999999999999998,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.8999999999999998,0.9999999999999999,0.024533333333333435,1.1102230246251565e-16,1.1102230246251565e-16,0.1504000000000001,1.1102230246251565e-16,0.20000000000000007
3,8,4,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,1.0,0.007777777777777774,0.0,0.0,0.20044444444444434,0.0,0.33333333333333315
3,9,3,0.33333333333333337,0.5,1.0,1.0,1.0,0.33333333333333337,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.1502222222222222,0.0,0.0
4,1,11,0.7454545454545454,0.8636363636363636,1.0,0.6666666666666666,1.0,0.7454545454545454,0.8636363636363636,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7181818181818183,0.9363636363636365,0.06644848484848484,0.036363636363636376,0.10909090909090913,0.16162424242424245,0.10909090909090913,0.21818181818181814
4,2,11,0.7090909090909091,0.8545454545454546,1.0,0.6666666666666666,0.8181818181818182,0.7090909090909091,0.8545454545454546,1.0,0.6666666666666666,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.6727272727272727,0.9181818181818183,0.10121212121212121,0.07272727272727264,0.1454545454545455,0.18574545454545455,0.10909090909090913,0.21818181818181814
4,3,10,0.6444444444444444,0.7939393939393938,0.2,0.6666666666666666,1.0,0.6444444444444444,0.7939393939393938,0.2,0.6666666666666666,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.5272727272727272,0.8303030303030302,0.08029629629629642,0.04444444444444462,0.13333333333333341,0.23226666666666676,0.17777777777777792,0.3111111111111112
4,4,9,0.8888888888888888,0.9666666666666667,0.5,0.6666666666666666,1.0,0.8888888888888888,0.9666666666666667,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8166666666666667,0.8499999999999999,0.0589259259259259,0.0,0.11111111111111116,0.11962962962962961,0.05555555555555547,0.16666666666666663
4,5,8,0.7857142857142856,0.9047619047619048,1.0,0.6666666666666666,1.0,0.7857142857142856,0.9047619047619048,1.0,0.6666666666666666,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.6904761904761906,0.8095238095238096,0.09180952380952391,0.07142857142857151,0.1428571428571429,0.1660000000000001,0.07142857142857151,0.2142857142857144
4,6,7,0.7142857142857143,0.8571428571428573,1.0,1.0,1.0,0.7142857142857143,0.8571428571428573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428573,1.0,0.08419047619047611,0.0,0.09523809523809512,0.14736507936507928,0.09523809523809512,0.19047619047619035
4,7,6,0.7333333333333333,0.8857142857142858,1.0,0.6666666666666666,1.0,0.7333333333333333,0.8857142857142858,1.0,0.6666666666666666,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.6571428571428573,0.8857142857142858,0.062311111111111206,1.1102230246251565e-16,0.13333333333333341,0.1690666666666667,0.13333333333333341,0.2666666666666667
4,8,5,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.8999999999999998,0.8999999999999998,0.0030666666666667773,1.1102230246251565e-16,1.1102230246251565e-16,0.0936000000000001,1.1102230246251565e-16,0.20000000000000007
4,9,4,0.3333333333333334,0.39999999999999997,1.0,1.0,1.0,0.3333333333333334,0.39999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39999999999999997,1.0,0.09177777777777771,0.0,0.33333333333333315,0.16733333333333325,0.0,0.33333333333333315
4,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.029333333333333333,0.0,0.0
5,1,12,0.6363636363636362,0.8111888111888113,0.5,0.42857142857142855,0.8181818181818182,0.6363636363636362,0.8111888111888113,0.5,0.42857142857142855,0.8181818181818182,0.9999999999999998,1.0,1.0,1.0,1.0,0.4545454545454546,0.8041958041958043,0.11373737373737386,0.060606060606060774,0.1515151515151516,0.3404646464646466,0.24242424242424254,0.4242424242424243
5,2,11,0.5636363636363636,0.7000000000000001,0.5,0.6666666666666666,0.8181818181818182,0.5636363636363636,0.7000000000000001,0.5,0.6666666666666666,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.29090909090909095,0.7818181818181819,0.10589090909090909,0.07272727272727264,0.1454545454545455,0.32104242424242424,0.21818181818181814,0.3999999999999999
5,3,10,0.4222222222222222,0.6121212121212121,0.2,0.6666666666666666,1.0,0.4222222222222222,0.6121212121212121,0.2,0.6666666666666666,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.22424242424242422,0.8545454545454544,0.11863703703703717,0.08888888888888902,0.17777777777777792,0.3281185185185186,0.22222222222222232,0.4
5,4,9,0.4444444444444444,0.6333333333333333,0.2,0.42857142857142855,1.0,0.4444444444444444,0.6333333333333333,0.2,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,0.3666666666666667,0.9333333333333332,0.1215185185185185,0.05555555555555547,0.16666666666666663,0.37844444444444447,0.2777777777777778,0.5
5,5,8,0.2857142857142857,0.4285714285714286,0.2,0.6666666666666666,1.0,0.2857142857142857,0.4285714285714286,0.2,0.6666666666666666,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,-0.28571428571428575,0.6428571428571429,0.09980952380952393,0.07142857142857151,0.1428571428571429,0.4075238095238096,0.2857142857142858,0.5000000000000001
5,6,7,0.7142857142857143,0.8928571428571429,1.0,1.0,1.0,0.7142857142857143,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6785714285714287,0.8928571428571429,0.06571428571428564,0.0,0.09523809523809512,0.20120634920634908,0.09523809523809512,0.2857142857142857
5,7,6,0.4666666666666666,0.5428571428571429,0.5,1.0,1.0,0.4666666666666666,0.5428571428571429,0.5,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.5428571428571429,1.0,0.05128888888888899,1.1102230246251565e-16,0.13333333333333341,0.31635555555555556,0.13333333333333341,0.4
5,8,5,0.39999999999999997,0.6,0.5,1.0,1.0,0.39999999999999997,0.6,0.5,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.3,0.8999999999999998,0.0016000000000001107,1.1102230246251565e-16,1.1102230246251565e-16,0.20013333333333344,1.1102230246251565e-16,0.20000000000000007
5,9,4,0.6666666666666669,0.7999999999999999,0.5,1.0,1.0,0.6666666666666669,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39999999999999997,0.7999999999999999,0.0,0.0,0.0,0.2306666666666666,0.0,0.33333333333333315
5,10,3,0.33333333333333337,0.5,1.0,1.0,1.0,0.33333333333333337,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.017777777777777778,0.0,0.0,0.01911111111111111,0.0,0.0
6,1,12,0.9696969696969696,0.9930069930069931,1.0,1.0,0.8181818181818182,0.9696969696969696,0.9930069930069931,1.0,1.0,0.8181818181818182,0.9999999999999998,1.0,1.0,1.0,1.0,0.9720279720279721,0.9860139860139862,0.05359595959595974,0.030303030303030387,0.060606060606060774,0.14921212121212132,0.09090909090909105,0.18181818181818188
6,2,12,0.9393939393939392,0.9860139860139862,1.0,1.0,0.8181818181818182,0.9393939393939392,0.9860139860139862,1.0,1.0,0.8181818181818182,0.9999999999999998,1.0,1.0,1.0,1.0,0.9160839160839163,0.9510489510489512,0.06341414141414155,0.030303030303030387,0.09090909090909105,0.13666666666666677,0.09090909090909105,0.18181818181818188
6,3,10,0.7333333333333333,0.9030303030303028,0.5,0.6666666666666666,1.0,0.7333333333333333,0.9030303030303028,0.5,0.6666666666666666,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.709090909090909,0.9151515151515152,0.08100740740740754,0.04444444444444462,0.08888888888888902,0.23345185185185194,0.17777777777777792,0.3111111111111112
6,4,9,0.8888888888888888,0.9666666666666667,0.5,1.0,1.0,0.8888888888888888,0.9666666666666667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6833333333333333,0.7833333333333333,0.0496296296296296,0.0,0.05555555555555547,0.22725925925925927,0.16666666666666663,0.2777777777777778
6,5,8,0.8571428571428571,0.9523809523809524,1.0,1.0,1.0,0.8571428571428571,0.9523809523809524,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.8333333333333335,0.9523809523809524,0.021809523809523994,2.220446049250313e-16,0.07142857142857151,0.22109523809523818,0.1428571428571429,0.2857142857142858
6,6,7,0.8095238095238096,0.9285714285714288,1.0,1.0,1.0,0.8095238095238096,0.9285714285714288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857144,0.8571428571428573,0.03726984126984123,0.0,0.09523809523809512,0.2652698412698412,0.19047619047619035,0.38095238095238093
6,7,6,0.8666666666666666,0.942857142857143,1.0,0.6666666666666666,1.0,0.8666666666666666,0.942857142857143,1.0,0.6666666666666666,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.6571428571428573,0.8285714285714287,0.049688888888888984,1.1102230246251565e-16,0.13333333333333341,0.23742222222222223,0.13333333333333341,0.4
6,8,5,0.39999999999999997,0.49999999999999994,0.5,1.0,1.0,0.39999999999999997,0.49999999999999994,0.5,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.19999999999999998,0.8999999999999998,0.05693333333333343,1.1102230246251565e-16,0.20000000000000007,0.24880000000000008,0.20000000000000007,0.4
6,9,4,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,1.0,0.002222222222222221,0.0,0.0,0.17644444444444435,0.0,0.33333333333333315
6,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.029333333333333333,0.0,0.0
7,1,13,0.8205128205128204,0.9340659340659341,1.0,0.6666666666666666,0.8181818181818182,0.8205128205128204,0.9340659340659341,1.0,0.6666666666666666,0.8181818181818182,0.9999999999999998,1.0,1.0,1.0,1.0,0.7032967032967032,0.8406593406593407,0.10786324786324804,0.0769230769230771,0.12820512820512842,0.2004102564102566,0.15384615384615397,0.2564102564102566
7,2,11,0.7454545454545454,0.881818181818182,1.0,0.6666666666666666,0.8181818181818182,0.7454545454545454,0.881818181818182,1.0,0.6666666666666666,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.7636363636363637,0.9090909090909091,0.10242424242424242,0.07272727272727264,0.1454545454545455,0.21781818181818183,0.1454545454545455,0.2909090909090909
7,3,9,0.8888888888888888,0.9500000000000001,1.0,0.6666666666666666,1.0,0.8888888888888888,0.9500000000000001,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.9333333333333332,0.04233333333333329,0.0,0.05555555555555547,0.1719259259259259,0.11111111111111116,0.2222222222222222
7,4,9,0.611111111111111,0.75,0.5,0.6666666666666666,1.0,0.611111111111111,0.75,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5166666666666667,0.9166666666666666,0.07174074074074072,0.05555555555555547,0.11111111111111116,0.19218518518518515,0.11111111111111116,0.2777777777777778
7,5,8,0.6428571428571428,0.8095238095238096,1.0,0.6666666666666666,1.0,0.6428571428571428,0.8095238095238096,1.0,0.6666666666666666,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.7142857142857144,0.9523809523809524,0.07914285714285726,2.220446049250313e-16,0.1428571428571429,0.17900000000000008,0.07142857142857151,0.2142857142857144
7,6,7,0.8095238095238096,0.9285714285714288,1.0,0.6666666666666666,1.0,0.8095238095238096,0.9285714285714288,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.642857142857143,0.8571428571428573,0.032698412698412664,0.0,0.09523809523809512,0.11771428571428563,0.09523809523809512,0.19047619047619035
7,7,6,0.3333333333333333,0.3714285714285715,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3714285714285715,0.5,0.6666666666666666,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.08571428571428573,0.8285714285714287,0.0751111111111112,1.1102230246251565e-16,0.13333333333333341,0.30515555555555557,0.13333333333333341,0.4
7,8,5,0.7999999999999999,0.8999999999999998,0.5,1.0,1.0,0.7999999999999999,0.8999999999999998,0.5,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.8999999999999998,0.9999999999999999,0.0032000000000001107,1.1102230246251565e-16,1.1102230246251565e-16,0.16853333333333342,1.1102230246251565e-16,0.20000000000000007
7,9,4,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39999999999999997,0.7999999999999999,0.024666666666666653,0.0,0.0,0.16933333333333325,0.0,0.33333333333333315
7,10,3,0.33333333333333337,0.5,1.0,1.0,1.0,0.33333333333333337,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.030666666666666665,0.0,0.0,0.021333333333333333,0.0,0.0
8,1,13,0.846153846153846,0.9395604395604396,1.0,1.0,0.8181818181818182,0.846153846153846,0.9395604395604396,1.0,1.0,0.8181818181818182,0.9999999999999998,1.0,1.0,1.0,1.0,0.8516483516483516,0.945054945054945,0.06295726495726515,0.025641025641025772,0.0769230769230771,0.13447863247863265,0.10256410256410275,0.17948717948717963
8,2,13,0.7435897435897434,0.8626373626373626,1.0,1.0,0.6666666666666666,0.7435897435897434,0.8626373626373626,1.0,1.0,0.6666666666666666,0.9999999999999998,1.0,1.0,1.0,1.0,0.6978021978021978,0.9175824175824175,0.07601709401709421,0.051282051282051544,0.10256410256410275,0.22117948717948732,0.15384615384615397,0.28205128205128216
8,3,12,0.909090909090909,0.9790209790209792,1.0,1.0,1.0,0.909090909090909,0.9790209790209792,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.7272727272727274,0.7902097902097903,0.06860606060606074,0.030303030303030387,0.09090909090909105,0.11133333333333345,0.060606060606060774,0.1515151515151516
8,4,11,0.9636363636363636,0.990909090909091,1.0,1.0,1.0,0.9636363636363636,0.990909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6818181818181819,0.7000000000000001,0.08065454545454545,0.036363636363636376,0.10909090909090913,0.12048484848484846,0.07272727272727264,0.1454545454545455
8,5,9,0.6666666666666666,0.8499999999999999,0.5,1.0,1.0,0.6666666666666666,0.8499999999999999,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9500000000000001,0.06814814814814811,0.05555555555555547,0.11111111111111116,0.15514814814814815,0.11111111111111116,0.2222222222222222
8,6,8,0.6428571428571428,0.7857142857142858,0.5,1.0,1.0,0.6428571428571428,0.7857142857142858,0.5,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.5952380952380953,0.8095238095238096,0.16947619047619059,0.07142857142857151,0.2142857142857144,0.12304761904761916,0.07142857142857151,0.1428571428571429
8,7,7,0.8095238095238096,0.9285714285714288,1.0,1.0,1.0,0.8095238095238096,0.9285714285714288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8214285714285715,0.8928571428571429,0.05898412698412693,0.0,0.09523809523809512,0.19625396825396815,0.09523809523809512,0.2857142857142857
8,8,6,0.3333333333333333,0.4285714285714286,0.5,0.6666666666666666,1.0,0.3333333333333333,0.4285714285714286,0.5,0.6666666666666666,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.3142857142857143,0.942857142857143,0.20977777777777784,0.13333333333333341,0.4,0.26924444444444445,0.13333333333333341,0.4
8,9,5,0.19999999999999998,0.49999999999999994,1.0,1.0,1.0,0.19999999999999998,0.49999999999999994,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.09999999999999999,0.8999999999999998,0.10053333333333342,1.1102230246251565e-16,0.20000000000000007,0.14626666666666674,1.1102230246251565e-16,0.20000000000000007
8,10,4,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,0.6666666666666669,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.7999999999999999,0.05977777777777774,0.0,0.0,0.11466666666666663,0.0,0.33333333333333315
8,11,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02622222222222222,0.0,0.0
9,1,16,0.8499999999999999,0.95,0.5,1.0,1.0,0.8499999999999999,0.95,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6529411764705881,0.8176470588235294,0.14501111111111115,0.1166666666666667,0.18333333333333335,0.26924444444444445,0.21666666666666667,0.31666666666666665
9,2,14,0.45054945054945056,0.6,1.0,0.42857142857142855,0.5384615384615384,0.45054945054945056,0.6,1.0,0.42857142857142855,0.5384615384615384,1.0,1.0,1.0,1.0,1.0,0.3230769230769231,0.9120879120879121,0.1477509157509157,0.10989010989010983,0.17582417582417575,0.3487765567765568,0.2637362637362637,0.41758241758241754
9,3,13,0.846153846153846,0.9505494505494506,1.0,0.6666666666666666,1.0,0.846153846153846,0.9505494505494506,1.0,0.6666666666666666,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.37912087912087916,0.5714285714285714,0.12957264957264975,0.10256410256410275,0.15384615384615397,0.3264786324786326,0.2564102564102566,0.3846153846153847
9,4,11,0.7454545454545454,0.9,1.0,1.0,0.8181818181818182,0.7454545454545454,0.9,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.27272727272727276,0.5363636363636364,0.12746666666666667,0.07272727272727264,0.18181818181818177,0.21866666666666668,0.1454545454545455,0.2909090909090909
9,5,10,0.7333333333333333,0.8787878787878788,0.5,0.6666666666666666,1.0,0.7333333333333333,0.8787878787878788,0.5,0.6666666666666666,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.6121212121212121,0.8303030303030302,0.04782222222222236,1.1102230246251565e-16,0.08888888888888902,0.3047407407407408,0.22222222222222232,0.4
9,6,9,0.7222222222222222,0.8499999999999999,0.5,1.0,1.0,0.7222222222222222,0.8499999999999999,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38333333333333336,0.7,0.07448148148148147,0.05555555555555547,0.11111111111111116,0.2048518518518518,0.11111111111111116,0.2777777777777778
9,7,7,0.6190476190476191,0.7500000000000002,0.5,1.0,1.0,0.6190476190476191,0.7500000000000002,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28571428571428575,0.7500000000000002,0.04749206349206344,0.0,0.09523809523809512,0.2833015873015872,0.19047619047619035,0.38095238095238093
9,8,5,0.19999999999999998,0.3,0.5,1.0,1.0,0.19999999999999998,0.3,0.5,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.3,0.9999999999999999,0.08480000000000008,1.1102230246251565e-16,0.20000000000000007,0.2177333333333334,1.1102230246251565e-16,0.4
9,9,4,-0.3333333333333334,-0.39999999999999997,0.5,1.0,1.0,-0.3333333333333334,-0.39999999999999997,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.39999999999999997,1.0,0.0442222222222222,0.0,0.0,0.2268888888888888,0.0,0.33333333333333315
9,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02711111111111111,0.0,0.0
10,1,11,0.9272727272727274,0.9818181818181818,1.0,1.0,1.0,0.9272727272727274,0.9818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9454545454545454,0.9818181818181818,0.05146666666666665,0.036363636363636376,0.07272727272727264,0.1162181818181818,0.07272727272727264,0.1454545454545455
10,2,11,0.8909090909090909,0.9636363636363637,1.0,1.0,1.0,0.8909090909090909,0.9636363636363637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9363636363636365,0.056533333333333324,0.036363636363636376,0.07272727272727264,0.12208484848484848,0.07272727272727264,0.1454545454545455
10,3,10,0.8222222222222221,0.9151515151515152,1.0,0.6666666666666666,1.0,0.8222222222222221,0.9151515151515152,1.0,0.6666666666666666,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.8787878787878788,0.9636363636363635,0.058785185185185315,0.04444444444444462,0.08888888888888902,0.1553777777777779,0.08888888888888902,0.22222222222222232
