cv_r2_mean,cv_r2_std,cv_mae_mean,cv_mae_std,model
0.9077465662489631,0.004590133328745507,0.012330822542498902,0.00027791783914134243,Fans (fan_pct_mean)
0.8977714808199837,0.030664231019908186,0.011786131169931982,0.0018467495798307337,Judges (judge_pct)
